,Pressure(cm)_,Visibility(km)_,Distance(km)_,Wind_Speed(kmh)_,Precipitation(cm)_,index,State,ID,Source,Severity,Start_Time,End_Time,Start_Lat,End_Lat,Start_Lng,End_Lng,Side,City,Country,Humidity(%),Wind_Direction,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
1174,48.50562833465131,16.093440057946687,0.0,12.391918,0.048280320173840055,1722196,MD,A-1722197,MapQuest,3,2017-08-29 07:57:32,2017-08-29 08:42:11,39.395973,,-76.68821700000002,,R,Pikesville,US,93.0,North,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1175,48.5378152147672,8.046720028973343,0.016093440057946686,16.737136,0.03218688011589337,169264,IL,A-169265,MapQuest,2,2017-01-09 18:20:34,2017-01-09 19:05:23,41.905346,,-87.98831899999998,,L,Villa Park,US,85.0,SSE,Light Snow,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
1176,48.730936495462565,16.093440057946687,0.37175846533856843,16.737136,0.004925664116383445,2150833,TX,A-2150834,Bing,3,2018-03-22 13:55:55,2018-03-22 19:55:55,29.83146,29.828570000000006,-95.3831,-95.38117,R,Houston,US,36.0,SE,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
1177,48.39297425424568,16.093440057946687,0.0,13.035654,0.058521601219927624,1679097,TN,A-1679098,MapQuest,2,2017-08-08 14:23:37,2017-08-08 15:08:19,36.152092,,-86.844727,,R,Nashville,US,51.0,NE,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1178,48.63437585511488,16.093440057946687,0.0,5.63269,0.0027458000606030027,740858,UT,A-740859,MapQuest,2,2018-10-31 08:33:59,2018-10-31 09:01:44,40.12822,,-109.66378,,R,Vernal,US,50.0,West,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1179,48.61828241505694,16.093440057946687,0.0,5.63269,0.0027494485991717815,649273,NC,A-649274,MapQuest,2,2019-01-14 15:08:26,2019-01-14 15:38:15,35.811562,,-78.619003,,R,Raleigh,US,70.0,NNE,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1180,48.3286004940139,16.093440057946687,0.05310835219122406,18.50741,0.009944788354840743,1886117,FL,A-1886118,Bing,2,2017-02-16 17:29:48,2017-02-16 23:29:48,28.236378,28.236361,-82.349739,-82.35028100000002,R,Wesley Chapel,US,35.0,WNW,Clear,False,False,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1181,48.31250705395595,9.656064034768011,0.016093440057946686,7.5409071515815205,0.0482803228953887,349728,CA,A-349729,MapQuest,2,2017-03-17 04:37:20,2017-03-17 05:21:58,34.117737,,-118.168388,,R,South Pasadena,US,93.0,Calm,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1182,48.232039853666215,16.093440057946687,0.46831910568624857,18.50741,0.0,1937557,CA,A-1937558,Bing,2,2017-05-30 15:28:59,2017-05-30 21:28:59,37.56174,37.56453,-122.27629,-122.27231,R,San Mateo,US,63.0,WSW,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1183,48.3286004940139,15.020544054083574,0.0,9.924263333333334,0.021457920077262247,1600158,PA,A-1600159,MapQuest,2,2017-09-05 06:24:18,2017-09-05 07:10:00,39.881157,,-77.244171,,L,Gettysburg,US,,,,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1184,48.859684015926135,16.093440057946687,0.016093440057946686,7.402963999999999,0.0008773927830778739,171081,IL,A-171082,MapQuest,2,2016-11-04 20:19:22,2016-11-04 21:04:03,41.760918,,-87.944824,,R,Willowbrook,US,60.0,SSW,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1185,48.296413613898004,16.093440057946687,1.4065666610645404,5.63269,0.0,2104911,FL,A-2104912,Bing,2,2018-07-20 08:20:01,2018-07-20 08:49:50,26.26534,26.254690000000004,-80.12913,-80.13675,R,Pompano Beach,US,77.0,South,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
1186,48.3286004940139,15.020544054083574,0.0,9.924263333333334,0.021457920077262247,1582142,TX,A-1582143,MapQuest,3,2017-10-25 10:32:24,2017-10-25 11:17:02,32.839718,,-97.321259,,R,Fort Worth,US,,,,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
1187,48.31250705395595,11.26540804056268,0.0,11.104446000000001,0.1126540804056268,1674839,NY,A-1674840,MapQuest,2,2017-08-07 15:53:06,2017-08-07 16:37:54,40.929222,,-73.810928,,R,Mount Vernon,US,84.0,SSE,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1188,47.733143211869866,16.093440057946687,0.2446202888807896,18.50741,0.05038197614230743,2216253,NY,A-2216254,Bing,3,2017-10-24 09:27:23,2017-10-24 15:27:23,43.13767,43.13892,-77.53571,-77.53818000000003,R,Rochester,US,72.0,SW,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1189,48.296413613898004,16.093440057946687,0.016093440057946686,12.391918,0.016093440057946686,68916,CA,A-68917,MapQuest,2,2016-11-03 04:21:21,2016-11-03 05:06:05,33.873611,,-118.23611499999998,,R,Compton,US,62.0,Calm,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1190,48.11938577326059,1.931212806953602,0.0,7.402963999999999,0.06437376023178674,581716,OH,A-581717,MapQuest,2,2019-02-06 07:59:43,2019-02-06 08:29:19,39.902328,,-82.89827,,R,Columbus,US,96.0,NNW,Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1191,48.15157265337648,4.828032017384006,0.0,5.63269,0.04772537788539375,1061137,CA,A-1061138,MapQuest,2,2018-06-06 09:07:01,2018-06-06 09:36:49,33.980831,,-117.706253,,R,Chino Hills,US,73.0,SSW,Haze,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1192,49.37467409778043,16.093440057946687,0.0,13.035654,0.012627711766160931,587957,OK,A-587958,MapQuest,3,2019-02-08 06:57:50,2019-02-08 07:27:33,35.348679,,-97.586357,,R,Oklahoma City,US,64.0,North,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1193,48.03891857297086,16.093440057946687,0.0,9.334171999999999,0.032008369439529116,1536481,CA,A-1536482,MapQuest,2,2017-10-03 16:01:14,2017-10-03 16:30:52,36.547127,,-119.628754,,L,Selma,US,20.0,Variable,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1194,48.47344145453542,16.093440057946687,0.0,20.438617999999998,0.029504639484355197,694436,NC,A-694437,MapQuest,2,2018-12-05 13:51:57,2018-12-05 14:21:49,35.174381,,-80.820709,,L,Charlotte,US,33.0,WNW,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1195,48.19985297355032,11.26540804056268,0.0,25.910374,0.305775361100987,1524030,CA,A-1524031,MapQuest,3,2017-11-27 01:21:55,2017-11-27 02:06:31,37.838181,,-122.296638,,R,Emeryville,US,93.0,West,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1196,48.42516113436157,14.484096052152017,0.016093440057946686,20.43861857438993,0.022530815701212983,63044,CA,A-63045,MapQuest,3,2017-01-16 07:24:38,2017-01-16 07:54:24,33.771881,,-118.2798,,R,Wilmington,US,88.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1197,48.50562833465131,16.093440057946687,0.0,9.924263333333334,0.03755136013520893,1332243,CA,A-1332244,MapQuest,2,2018-02-16 07:55:20,2018-02-16 08:39:48,33.987881,,-118.137115,,L,Commerce,US,27.0,Calm,Clear,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1198,47.76533009198576,16.093440057946687,0.0,31.543064,0.004017284992325598,1118268,IL,A-1118269,MapQuest,2,2018-05-04 04:35:39,2018-05-04 05:05:31,41.748398,,-87.799782,,R,Burbank,US,81.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
1199,48.5378152147672,16.093440057946687,0.016093440057946686,18.50741,0.013686943826781211,365594,IL,A-365595,MapQuest,3,2017-03-02 05:55:59,2017-03-02 06:25:36,41.716873,,-88.006935,,R,Woodridge,US,98.0,NW,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1200,47.797516972101654,9.656064034768011,0.016093439698226113,9.334171999999999,0.06437376023178674,450056,MD,A-450057,MapQuest,3,2017-05-24 05:27:15,2017-05-24 06:11:48,39.152046,,-76.645584,,R,Severn,US,97.0,East,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1201,48.42516113436157,16.093440057946687,2.172614446189564,31.543064,0.0,792766,WY,A-792767,MapQuest,3,2018-11-25 01:22:49,2018-11-25 02:51:02,41.392628,,-105.822639,,R,Laramie,US,85.0,NW,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1202,48.3286004940139,15.020544054083574,0.0,9.924263333333334,0.021457920077262247,941543,MD,A-941544,MapQuest,2,2018-08-05 07:16:59,2018-08-05 07:46:29,38.991051,,-76.372917,,R,District 4 Kent Island,US,,,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1203,48.68265617528872,16.093440057946687,0.0,12.982009333333334,0.0,2239599,NC,A-2239600,Bing,2,2017-08-21 08:39:51,2017-08-21 14:39:51,35.34654000000001,35.34654000000001,-80.88542,-80.88542,R,Huntersville,US,79.0,Calm,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1204,48.36078737412979,16.093440057946687,0.0,8.100344666666665,0.008278392256589712,506152,MD,A-506153,MapQuest,2,2017-07-12 05:33:44,2017-07-12 06:18:24,39.456051,,-77.39969599999998,,R,Frederick,US,94.0,Calm,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1205,48.0550120130288,16.093440057946687,0.0,14.805927999999998,2.75625478534292e-05,811027,CA,A-811028,MapQuest,2,2018-10-03 16:07:29,2018-10-03 16:52:20,37.472118,,-122.204514,,L,Menlo Park,US,65.0,West,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1206,49.004524976447655,16.093440057946687,0.0,14.215836666666666,0.0008712237866568569,555800,VA,A-555801,MapQuest,3,2019-03-27 06:25:10,2019-03-27 07:25:32,38.70454,,-78.656509,,R,Quicksburg,US,100.0,Calm,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1207,48.31250705395595,16.093440057946687,0.0,13.035654,0.016093440284085016,1152515,TX,A-1152516,MapQuest,1,2018-05-21 11:55:07,2018-05-21 12:40:07,29.653353000000006,,-95.0299,,R,La Porte,US,66.0,East,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1208,48.0550120130288,16.093440057946687,0.0,11.158090666666666,0.0,29966,CA,A-29967,MapQuest,2,2016-09-05 01:52:54,2016-09-05 02:37:54,37.294685,,-121.81015,,R,San Jose,US,82.0,Calm,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1209,48.66656273523077,16.093440057946687,0.0,13.035654,0.0037243756207863874,842118,WI,A-842119,MapQuest,2,2018-10-18 22:08:55,2018-10-18 23:08:32,43.036682,,-89.45285,,R,Madison,US,57.0,SW,Clear,False,False,True,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
1210,48.376880814187736,4.023360014486672,0.300947329083603,9.334171999999999,0.016093440057946686,1739610,TX,A-1739611,Bing,3,2016-12-03 12:04:18,2016-12-03 18:04:18,32.78459,32.78219,-96.76873,-96.77022,R,Dallas,US,93.0,ENE,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1211,47.97454481273907,16.093440057946687,0.0,5.63269,0.0,472450,IL,A-472451,MapQuest,2,2017-06-30 12:24:20,2017-06-30 13:09:06,42.305592,,-87.983589,,L,Libertyville,US,76.0,Variable,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1212,48.02282513291291,16.093440057946687,0.0,7.402963999999999,0.009142940351253747,164585,NE,A-164586,MapQuest,2,2016-08-04 12:29:54,2016-08-04 12:59:54,41.24868,,-96.091042,,L,Omaha,US,65.0,South,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1213,48.24813329372416,16.093440057946687,0.016093440057946686,9.334171999999999,0.0,212128,MA,A-212129,MapQuest,2,2016-10-18 08:36:09,2016-10-18 09:05:44,42.392803,,-71.08577,,R,Somerville,US,97.0,North,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1214,48.296413613898004,16.093440057946687,0.0,11.104446000000001,0.027588754717336354,1173909,SC,A-1173910,MapQuest,3,2018-04-02 10:25:08,2018-04-02 11:24:51,34.145805,,-81.23786199999998,,R,Irmo,US,56.0,SW,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1215,48.39297425424568,16.093440057946687,0.8787018271638891,20.438617999999998,0.0,1873983,IN,A-1873984,Bing,4,2017-02-01 14:22:27,2017-02-01 20:22:27,39.929071,39.92631,-85.85261700000002,-85.86228,R,Fortville,US,57.0,West,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1216,48.39297425424568,16.093440057946687,0.3443996172400591,5.859863704807547,0.07921423868293499,2017679,SC,A-2017680,Bing,2,2018-12-04 08:30:17,2018-12-04 08:59:58,34.14738,34.14589,-81.24131,-81.23803000000002,R,Irmo,US,76.0,Calm,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
1217,48.570002094883094,16.093440057946687,0.0,5.63269,0.00886781417861464,1158674,PA,A-1158675,MapQuest,2,2018-05-24 07:31:07,2018-05-24 08:00:50,40.034088,,-76.31485699999998,,L,Lancaster,US,70.0,West,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1218,48.19985297355032,16.093440057946687,0.3958986254254884,8.117620602652433,0.0,1937201,CA,A-1937202,Bing,2,2017-05-26 07:49:18,2017-05-26 13:49:18,34.02362,34.02483,-118.24268,-118.23864,R,Los Angeles,US,70.0,Calm,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
1219,47.89407761244934,16.093440057946687,0.0,16.737136,0.00030480139869949833,897476,AZ,A-897477,MapQuest,2,2018-09-13 17:22:40,2018-09-13 17:52:20,32.395317,,-110.995735,,R,Tucson,US,11.0,NNW,Clear,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1220,48.02282513291291,16.093440057946687,0.0,12.982009333333334,0.000182190716272932,872372,CA,A-872373,MapQuest,2,2018-08-31 20:36:21,2018-08-31 21:21:07,38.416679,,-121.841217,,L,Dixon,US,53.0,Calm,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1221,48.441254574419524,16.093440057946687,0.0,24.1401,0.009853126883964395,1208335,TX,A-1208336,MapQuest,3,2018-04-18 18:56:15,2018-04-18 19:26:15,32.92514,,-96.787544,,R,Dallas,US,20.0,NNW,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1222,48.13547921331853,6.437376023178674,0.3669304333211844,11.104446000000001,0.04988721337665192,2234411,WA,A-2234412,Bing,3,2017-08-08 16:11:06,2017-08-08 22:11:06,47.59292,47.58962,-122.32908,-122.32917,R,Seattle,US,44.0,NW,Smoke,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1223,48.34469393407184,16.093440057946687,0.016093440057946686,13.035654,0.020691565747252987,403655,CA,A-403656,MapQuest,3,2017-04-12 00:52:19,2017-04-12 01:36:56,33.782738,,-118.207748,,R,Long Beach,US,75.0,WNW,Clear,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night
1224,48.42516113436157,6.437376023178674,0.0,5.63269,0.048280316687062556,1231914,NC,A-1231915,MapQuest,2,2018-02-28 15:42:26,2018-02-28 16:42:10,35.353382,,-80.888962,,L,Huntersville,US,63.0,SSE,Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1225,48.28032017384005,16.093440057946687,0.0,7.402963999999999,0.03215928744726362,1264044,TN,A-1264045,MapQuest,3,2018-03-16 17:02:00,2018-03-16 18:01:44,36.048611,,-84.000916,,R,Powell,US,32.0,Variable,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1226,48.39297425424568,16.093440057946687,0.0,7.402963999999999,0.048280320173840055,1071167,FL,A-1071168,MapQuest,3,2018-06-12 09:25:31,2018-06-12 09:55:14,30.372023,,-81.76119200000002,,R,Jacksonville,US,90.0,West,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1227,48.34469393407184,16.093440057946687,0.0,20.438617999999998,0.024140159747712542,1268714,MN,A-1268715,MapQuest,2,2018-03-19 14:07:48,2018-03-19 14:37:03,44.840431,,-93.243713,,R,Minneapolis,US,57.0,East,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1228,48.006731692854956,16.093440057946687,0.0,14.805927999999998,0.016093440057946686,968728,NY,A-968729,MapQuest,3,2018-08-18 20:55:45,2018-08-18 21:25:06,40.82236500000001,,-73.887215,,R,Bronx,US,82.0,North,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
1229,48.36078737412979,8.046720028973343,0.6968459545090915,11.104446000000001,0.0,1990728,CA,A-1990729,Bing,2,2019-02-15 18:10:28,2019-02-15 18:39:51,34.17302,34.16818,-118.30643,-118.30161,R,Burbank,US,93.0,SE,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1230,48.232039853666215,11.26540804056268,0.016093440057946686,7.402963999999999,0.016093440057946686,33821,CA,A-33822,MapQuest,2,2016-04-09 09:39:39,2016-04-09 11:37:00,37.535507,,-122.075211,,R,Fremont,US,90.0,WNW,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
1231,48.45734801447747,16.093440057946687,0.0,7.402963999999999,0.0071526400760070444,1026330,VA,A-1026331,MapQuest,3,2018-07-19 09:58:47,2018-07-19 10:28:08,38.878586,,-77.261719,,R,Fairfax,US,48.0,East,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1232,47.861890732333435,0.8046720028973342,0.016093440057946686,7.402963999999999,0.21189868454307803,182878,MI,A-182879,MapQuest,3,2017-01-17 08:18:42,2017-01-17 08:48:22,42.259289,,-85.531082,,R,Kalamazoo,US,89.0,SSE,Fog,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1233,48.15157265337648,16.093440057946687,0.016093440057946686,14.805927999999998,0.004338585105187403,38232,CA,A-38233,MapQuest,2,2016-05-11 19:09:05,2016-05-11 20:24:05,38.021942,,-121.258331,,R,Stockton,US,28.0,NW,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1234,48.40906769430362,16.093440057946687,0.0,7.402963999999999,0.016793154796906674,1129114,NC,A-1129115,MapQuest,2,2018-05-10 07:20:13,2018-05-10 07:49:51,35.246643,,-80.891914,,L,Charlotte,US,84.0,SW,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1235,48.586095534941045,4.828032017384006,0.0,36.95280956699977,0.005929161682635387,1447749,CA,A-1447750,MapQuest,2,2017-12-15 11:32:40,2017-12-15 12:17:31,36.080082,,-118.898857,,R,Porterville,US,45.0,Calm,Haze,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1236,48.13547921331853,16.093440057946687,0.0,14.269481333333333,0.0,2091184,IL,A-2091185,Bing,2,2018-08-16 17:16:22,2018-08-16 17:46:04,41.75472,41.75472,-87.96045,-87.96045,R,Darien,US,64.0,Calm,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1237,48.376880814187736,16.093440057946687,0.6598310366207999,7.402963999999999,0.01966338869704632,809485,FL,A-809486,MapQuest,2,2018-10-03 06:46:06,2018-10-03 07:15:17,28.541037,,-81.493996,,R,Orlando,US,90.0,North,Clear,False,False,True,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
1238,48.296413613898004,16.093440057946687,0.0,7.402963999999999,0.030398720963755215,1061971,NC,A-1061972,MapQuest,2,2018-06-07 17:52:25,2018-06-07 18:22:13,35.112007,,-80.971756,,L,Charlotte,US,49.0,East,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1239,48.50562833465131,16.093440057946687,1.0782605107407701,27.841582000000002,0.0,654170,OH,A-654171,MapQuest,2,2019-01-16 07:46:59,2019-01-16 08:29:04,41.452869,,-81.716049,,L,Cleveland,US,82.0,WSW,Overcast,False,False,False,False,False,False,False,False,True,False,True,False,Night,Day,Day,Day
1240,48.441254574419524,11.26540804056268,0.0,11.104446000000001,0.05031170231618422,710034,MN,A-710035,MapQuest,3,2018-12-13 18:15:53,2018-12-13 18:45:36,45.044552,,-93.105621,,R,Saint Paul,US,93.0,West,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
1241,48.5378152147672,16.093440057946687,0.0,16.737136,0.013411199935219742,196071,NY,A-196072,MapQuest,2,2016-12-13 06:08:48,2016-12-13 06:38:27,40.85181,,-73.902771,,L,Bronx,US,50.0,NW,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1242,48.441254574419524,6.759244824337608,1.2166640683807692,9.334171999999999,0.030011605909406394,1844651,CA,A-1844652,Bing,2,2017-01-10 22:13:46,2017-01-11 04:13:46,34.11854,34.12101,-117.8654,-117.878284,R,Glendora,US,100.0,WSW,Rain,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night
1243,48.40906769430362,16.093440057946687,0.0,18.50741,0.0013769786912485047,797640,TN,A-797641,MapQuest,2,2018-11-27 11:45:00,2018-11-27 12:14:46,36.07851,,-87.022247,,R,Nashville,US,48.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1244,48.13547921331853,16.093440057946687,0.0,24.1401,0.0076313965998335625,1199009,LA,A-1199010,MapQuest,2,2018-04-13 17:44:48,2018-04-13 18:44:48,30.451122,,-90.04081,,L,Abita Springs,US,73.0,SE,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1245,48.714843055404614,16.093440057946687,0.0,11.104446000000001,0.0,1564562,SC,A-1564563,MapQuest,2,2017-10-17 17:08:51,2017-10-17 17:38:20,34.984642,,-81.973839,,R,Spartanburg,US,37.0,East,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1246,48.40906769430362,16.093440057946687,0.006437376023178674,14.805927999999998,0.01637688501026276,1764102,NC,A-1764103,Bing,2,2016-12-13 12:27:57,2016-12-13 18:27:57,35.138516,35.13847,-80.935405,-80.93545999999998,L,Charlotte,US,66.0,ESE,Overcast,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1247,48.89187089604203,16.093440057946687,7.4834497804283435,13.535242191714268,0.011657462003067982,1306961,PA,A-1306962,MapQuest,3,2018-02-06 07:49:25,2018-02-06 08:18:36,39.98222,,-75.1008,,R,Philadelphia,US,59.0,Calm,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1248,48.21594641360827,16.093440057946687,0.0,5.63269,0.0,1188988,AZ,A-1188989,MapQuest,3,2018-04-09 13:52:23,2018-04-09 14:21:52,34.29887,,-112.127724,,R,Mayer,US,8.0,Variable,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1249,48.087198893144695,16.093440057946687,0.0,16.737136,0.01559441793462676,1589604,VA,A-1589605,MapQuest,2,2017-10-30 16:39:45,2017-10-30 17:09:33,37.644409,,-77.513329,,R,Glen Allen,US,40.0,SW,Clear,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1250,48.3286004940139,15.020544054083574,0.0,9.924263333333334,0.021457920077262247,944895,DC,A-944896,MapQuest,3,2018-08-07 08:32:26,2018-08-07 09:02:01,38.869469,,-76.988632,,R,Washington,US,,North,,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1251,47.92626449256523,16.093440057946687,0.0,5.63269,0.0,1052529,PA,A-1052530,MapQuest,2,2018-06-02 09:48:42,2018-06-02 10:33:23,40.113033,,-75.201042,,R,Flourtown,US,74.0,NE,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1252,48.3286004940139,15.020544054083574,0.0,9.924263333333334,0.021457920077262247,994428,NY,A-994429,MapQuest,2,2018-06-30 05:01:00,2018-06-30 05:30:27,40.666801,,-73.8367,,R,Howard Beach,US,,,,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1253,48.714843055404614,16.093440057946687,0.0,14.859572666666667,0.0,428995,TX,A-428996,MapQuest,2,2017-04-06 08:45:49,2017-04-06 09:30:32,30.204857,,-97.73629,,L,Austin,US,67.0,Calm,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1254,47.797516972101654,6.437376023178674,0.0,13.035654,0.08046720028973343,1545944,GA,A-1545945,MapQuest,3,2017-10-08 15:23:32,2017-10-08 15:53:06,34.118683000000004,,-84.739281,,R,Cartersville,US,100.0,SE,Rain,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1255,48.19985297355032,4.828032017384006,0.0,11.104446000000001,0.06740480928840428,911119,IL,A-911120,MapQuest,2,2018-09-20 05:47:36,2018-09-20 06:17:16,42.042854,,-88.27879300000002,,R,Elgin,US,93.0,North,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1256,48.441254574419524,9.656064034768011,1.2649443885546092,11.104446000000001,0.08247756103712506,1790342,MI,A-1790343,Bing,2,2016-09-13 07:49:41,2016-09-13 13:49:41,42.38159,42.3818,-83.41963,-83.40423,R,Livonia,US,87.0,SW,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1257,48.13547921331853,16.093440057946687,0.0,35.244546,0.012584344923259173,1125579,NV,A-1125580,MapQuest,3,2018-05-08 16:41:16,2018-05-08 17:10:42,39.528004,,-119.617455,,R,Sparks,US,14.0,WNW,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1258,48.68265617528872,16.093440057946687,0.16254374458526152,9.334171999999999,0.0,1798090,GA,A-1798091,Bing,4,2016-10-14 11:43:57,2016-10-14 17:43:57,33.838887,33.837528000000006,-84.368944,-84.368284,R,Atlanta,US,55.0,Variable,Clear,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1259,48.2642267337821,16.093440057946687,0.0,14.805927999999998,0.016637957854976487,116239,FL,A-116240,MapQuest,2,2016-12-01 12:11:48,2016-12-01 12:41:37,26.606174,,-81.649132,,L,Lehigh Acres,US,74.0,SSW,Overcast,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
